TeamID,PlayerID,Leg,Period,X1 Pixels,Y1 Pixels,X2,Y2,X1 Metres,Y1 Metres,Quality,Type,Column,Line,Distance,MatchTime,OwnScoreBefore,OwnScoreAfter,OppScore,Year
TM09VS9KKH,PL3QSQCQ30,3,2,237,357,205,600,39.5,59.5,1,2,8,9,41,0.270138889,0,3,7,2000
TM09VS9KKH,PL3QSQCQ30,3,2,213,450,215,600,35.5,75.0,1,2,8,5,25,0.459861111,3,6,7,2000
TM09VS9KKH,PL3QSQCQ30,3,3,49,362,213,603,8.2,60.3,2,2,2,8,48,15:41:36,6,6,7,2000
TM09VS9KKH,PL3QSQCQ30,3,5,385,458,168,608,64.2,76.3,2,2,13,5,38,26:21:52,6,6,7,2000
TM09VS9KKH,PL3QSQCQ30,3,5,164,343,215,622,27.3,57.2,1,2,6,9,44,29:38:72,6,9,7,2000
TM09VS9KKH,PL3QSQCQ30,3,7,291,482,210,614,48.5,80.3,1,1,10,4,24,39:44:60,14,16,7,2000
TM09VS9KKH,PL3QSQCQ30,3,7,213,523,209,618,35.5,87.2,1,1,8,3,13,41:56:08,21,23,7,2000
TM09VS9KKH,PL3QSQCQ30,3,14,154,498,210,598,25.7,83.0,1,1,6,4,19,74:48:64,28,30,14,2000
TM09VS9KKH,PL3QSQCQ30,3,15,386,459,232,598,64.3,76.5,2,1,13,5,38,80:44:04,35,35,14,2000
TM09VS9KKH,PL3QSQCQ30,3,15,414,449,210,600,69.0,74.8,1,1,14,6,42,84:32:40,40,42,14,2000
TM09VS9KKH,PL3QSQCQ30,3,4,197,420,207,601,32.8,70.0,1,2,7,6,30,18:47:20,0,3,10,2000
TM09VS9KKH,PL3QSQCQ30,3,8,210,526,211,601,35.0,87.7,1,1,7,3,12,38:26:08,8,10,17,2000
TM09VS9KKH,PL3QSQCQ30,3,9,90,339,239,576,15.0,56.5,2,2,3,9,48,46:34:56,10,10,17,2000
TM09VS9KKH,PL3QSQCQ30,3,9,335,455,198,626,55.8,75.8,1,1,12,5,32,51:14:20,15,17,17,2000
TM09VS9KKH,PL3QSQCQ30,3,11,379,443,152,617,63.2,73.8,2,2,13,6,38,63:01:24,17,17,17,2000
TM09VS9KKH,PL3QSQCQ30,3,16,206,509,208,616,34.3,84.8,1,1,7,4,15,83:52:16,22,24,17,2000
TM09VS9KKH,PL3QSQCQ30,3,2,393,466,233,606,65.5,77.7,2,1,14,5,38,10:41:44,5,5,3,2000
TM09VS9KKH,PLOFQEWAOU,3,3,229,397,5,529,38.2,66.2,2,2,8,7,34,13:05:44,5,5,3,2000
TM09VS9KKH,PL3QSQCQ30,3,3,398,460,222,598,66.3,76.7,2,1,14,5,39,15:45:20,10,10,3,2000
TM09VS9KKH,PL3QSQCQ30,3,7,111,442,282,614,18.5,73.7,2,2,4,6,31,41:47:56,10,10,9,2000
TM09VS9KKH,PL3QSQCQ30,3,9,52,443,221,610,8.7,73.8,1,2,2,6,37,52:04:48,10,13,16,2000
TM09VS9KKH,PL3QSQCQ30,3,9,103,406,210,601,17.2,67.7,1,2,4,7,37,54:20:20,13,16,16,2000
TM09VS9KKH,PL3QSQCQ30,3,11,10,466,238,614,1.7,77.7,2,1,1,5,40,62:27:72,21,21,16,2000
TM09VS9KKH,PL3QSQCQ30,3,12,6,466,238,609,1.0,77.7,2,1,1,5,41,69:26:68,26,26,16,2000
TM09VS9KKH,PL3QSQCQ30,3,1,368,449,152,610,61.3,74.8,2,2,13,6,36,4:20:56,0,0,7,2000
TM09VS9KKH,PL3QSQCQ30,3,2,269,319,210,591,44.8,53.2,2,2,9,10,48,7:49:40,0,0,7,2000
TM09VS9KKH,PL3QSQCQ30,3,3,135,503,210,603,22.5,83.8,1,1,5,4,20,14:50:48,5,7,12,2000
TM09VS9KKH,PL3QSQCQ30,3,4,340,456,211,603,56.7,76.0,1,2,12,5,32,0.795555556,7,10,12,2000
TM09VS9KKH,PL3QSQCQ30,3,6,255,465,211,598,42.5,77.5,1,2,9,5,24,30:18:84,10,13,15,2000
TM09VS9KKH,PL3QSQCQ30,3,11,18,445,220,598,3.0,74.2,2,1,1,6,41,55:21:00,18,18,15,2000
TM09VS9KKH,PL3QSQCQ30,3,12,334,347,211,601,55.7,57.8,1,2,12,9,47,61:09:36,18,21,15,2000
TM09VS9KKH,PL3QSQCQ30,3,13,410,461,237,612,68.3,76.8,2,1,14,5,41,64:46:60,26,26,15,2000
TM09VS9KKH,PL3QSQCQ30,3,3,165,446,202,596,27.5,74.3,2,2,6,6,27,0.532037037,0,0,0,2000
TM09VS9KKH,PL3QSQCQ30,3,7,154,502,211,611,25.7,83.7,1,1,6,4,19,38:32:40,5,7,3,2000
TM09VS9KKH,PL3QSQCQ30,3,9,332,451,211,600,55.3,75.2,1,2,12,5,32,49:29:24,7,10,3,2000
TM09VS9KKH,PLOFQEWAOU,3,10,203,554,209,601,33.8,92.3,1,1,7,2,8,55:14:68,15,17,6,2000
TM09VS9KKH,PL3QSQCQ30,3,12,281,499,209,601,46.8,83.2,1,1,10,4,21,67:04:28,22,24,16,2000
TM09VS9KKH,PLOFQEWAOU,3,1,342,426,171,620,57.0,71.0,2,2,12,6,36,0.075185185,0,0,0,2000
TM09VS9KKH,PLOFQEWAOU,3,2,32,455,209,600,5.3,75.8,1,2,2,5,38,0.285740741,0,3,0,2000
TM09VS9KKH,PLOFQEWAOU,3,4,296,377,210,600,49.3,62.8,1,2,10,8,40,20:33:56,3,6,6,2000
TM09VS9KKH,PLOFQEWAOU,3,5,410,439,208,600,68.3,73.2,1,1,14,6,43,24:59:08,11,13,6,2000
TM09VS9KKH,PLOFQEWAOU,3,9,315,479,209,602,52.5,79.8,1,2,11,5,27,43:32:52,13,16,9,2000
TM09VS9KKH,PLOFQEWAOU,3,12,189,524,215,638,31.5,87.3,1,2,7,3,13,63:03:12,16,19,9,2000
TM09VS9KKH,PLOFQEWAOU,3,14,414,449,188,598,69.0,74.8,2,1,14,6,42,72:26:68,24,24,12,2000
TM09VS9KKH,PLOFQEWAOU,3,7,146,473,212,600,24.3,78.8,1,2,5,5,24,28:12:24,0,3,0,2000
TM09VS9KKH,PLOFQEWAOU,3,7,38,326,178,517,6.3,54.3,2,2,2,10,54,30:55:88,3,3,0,2000
TM09VS9KKH,PLOFQEWAOU,3,9,97,385,211,600,16.2,64.2,1,2,4,8,40,39:47:12,3,6,7,2000
TM09VS9KKH,PLOFQEWAOU,3,10,98,458,211,611,16.3,76.3,1,1,4,5,30,46:10:96,11,13,10,2000
TM09VS9KKH,PLOFQEWAOU,3,11,297,464,210,608,49.5,77.3,1,1,10,5,27,54:20:84,18,20,15,2000
TM09VS9KKH,PLOFQEWAOU,3,12,345,453,234,615,57.5,75.5,2,1,12,5,33,63:09:64,25,25,18,2000
TM09VS9KKH,PLOFQEWAOU,3,16,172,319,212,638,28.7,53.2,1,2,6,10,47,81:28:24,25,28,18,2000
TM09VS9KKH,PLOFQEWAOU,3,7,236,531,210,600,39.3,88.5,1,1,8,3,12,34:38:68,5,7,5,2000
TM09VS9KKH,PLOFQEWAOU,3,8,349,465,212,598,58.2,77.5,1,1,12,5,32,40:31:60,12,14,5,2000
TM09VS9KKH,PLOFQEWAOU,3,9,140,477,208,606,23.3,79.5,1,2,5,5,24,47:31:08,14,17,8,2000
TM09VS9KKH,PLOFQEWAOU,3,12,218,491,208,605,36.3,81.8,1,1,8,4,18,60:45:40,22,24,13,2000
TM09VS9KKH,PLOFQEWAOU,3,6,10,461,185,609,1.7,76.8,2,1,1,5,41,28:38:84,5,5,9,2000
TM09VS9KKH,PLOFQEWAOU,3,7,154,471,208,600,25.7,78.5,1,1,6,5,23,35:28:80,10,12,9,2000
TM09VS9KKH,PLOFQEWAOU,3,8,102,455,212,601,17.0,75.8,1,1,4,5,30,41:53:76,17,19,9,2000
TM09VS9KKH,PLOFQEWAOU,3,10,23,465,260,617,3.8,77.5,2,1,1,5,38,50:30:32,24,24,9,2000
TM09VS9KKH,PLOFQEWAOU,3,11,210,550,209,600,35.0,91.7,1,1,7,2,8,54:11:12,29,31,9,2000
TM09VS9KKH,PLOFQEWAOU,3,13,12,420,191,599,2.0,70.0,2,1,1,6,45,68:09:20,36,36,9,2000
TM09VS9KKH,PLOFQEWAOU,3,14,390,470,211,607,65.0,78.3,1,1,13,5,37,77:13:92,41,43,9,2000
TM09VS9KKH,PLOFQEWAOU,3,16,215,549,212,605,35.8,91.5,1,1,8,2,9,86:44:20,48,50,9,2000
TM09VS9KKH,PLOFQEWAOU,3,1,94,407,210,597,15.7,67.8,1,2,4,7,38,4:23:52,0,3,5,2000
TM09VS9KKH,PLOFQEWAOU,3,2,58,387,210,601,9.7,64.5,1,2,2,8,44,13:22:24,3,6,12,2000
TM09VS9KKH,PLOFQEWAOU,3,4,300,463,206,600,50.0,77.2,1,2,10,5,27,19:48:40,6,9,12,2000
TM09VS9KKH,PLOFQEWAOU,3,5,226,497,207,601,37.7,82.8,1,1,8,4,17,30:59:60,14,16,19,2000
TM09VS9KKH,PLOFQEWAOU,3,8,392,442,184,600,65.3,73.7,2,2,14,6,40,43:37:88,16,16,22,2000
TM09VS9KKH,PLOFQEWAOU,3,10,177,409,187,642,29.5,68.2,2,2,6,7,32,54:29:00,16,16,29,2000
TM09VS9KKH,PLOFQEWAOU,3,14,390,488,189,621,65.0,81.3,1,1,13,4,35,75:44:40,21,23,35,2000
TM5HRDU4XS,PL1T2TALA7,3,1,413,460,202,612,68.8,76.7,1,1,14,5,41,0.214861111,5,7,0,2000
TM5HRDU4XS,PL1T2TALA7,3,3,77,452,216,618,12.8,75.3,1,2,3,5,33,18:11:48,7,10,3,2000
TM5HRDU4XS,PL1T2TALA7,3,7,92,351,282,609,15.3,58.5,2,2,4,9,46,36:19:88,10,10,6,2000
TM5HRDU4XS,PLFL0UKEYZ,3,12,224,530,209,601,37.3,88.3,1,1,8,3,12,64:12:60,15,17,27,2000
TM5HRDU4XS,PLFL0UKEYZ,3,14,34,439,210,600,5.7,73.2,1,2,2,6,40,75:37:04,17,20,27,2000
TM5HRDU4XS,PL1T2TALA7,3,2,97,477,208,600,16.2,79.5,1,1,4,5,28,0.448935185,5,7,3,2000
TM5HRDU4XS,PL1T2TALA7,3,3,389,470,209,599,64.8,78.3,1,2,13,5,37,0.744814815,7,10,3,2000
TM5HRDU4XS,PL1T2TALA7,3,4,250,306,223,569,41.7,51.0,2,2,9,10,49,23:42:12,10,10,3,2000
TM5HRDU4XS,PL1T2TALA7,3,5,98,477,209,601,16.3,79.5,1,2,4,5,28,28:50:24,10,13,3,2000
TM5HRDU4XS,PL1T2TALA7,3,7,155,413,210,610,25.8,68.8,1,2,6,7,32,40:32:88,13,16,3,2000
TM5HRDU4XS,PL1T2TALA7,3,9,249,515,212,618,41.5,85.8,1,1,9,3,16,52:04:84,21,23,3,2000
TM5HRDU4XS,PL1T2TALA7,3,14,224,499,210,608,37.3,83.2,1,2,8,4,17,75:38:40,23,26,3,2000
TM5HRDU4XS,PL1T2TALA7,3,16,94,475,226,596,15.7,79.2,2,1,4,5,28,90:36:16,31,31,3,2000
TM5HRDU4XS,PL1T2TALA7,3,2,108,344,212,598,18.0,57.3,2,2,4,9,46,7:35:44,0,0,5,2000
TM5HRDU4XS,PL1T2TALA7,3,3,183,441,216,621,30.5,73.5,1,2,7,6,27,0.825277778,0,3,5,2000
TM5HRDU4XS,PL1T2TALA7,3,4,91,470,266,642,15.2,78.3,2,2,4,5,29,26:52:56,3,3,5,2000
TM5HRDU4XS,PL1T2TALA7,3,5,211,413,210,635,35.2,68.8,1,2,8,7,31,29:41:40,3,6,5,2000
TM5HRDU4XS,PLFL0UKEYZ,3,11,276,488,212,609,46.0,81.3,1,1,10,4,22,52:52:88,11,13,8,2000
TM5HRDU4XS,PLLM349EL8,3,12,25,459,201,630,4.2,76.5,2,1,1,5,39,58:40:12,18,18,8,2000
TM5HRDU4XS,PLFL0UKEYZ,3,13,383,452,228,610,63.8,75.3,2,1,13,5,38,72:04:52,23,23,16,2000
TM5HRDU4XS,PLFL0UKEYZ,3,14,124,364,220,600,20.7,60.7,2,2,5,8,42,78:57:04,23,23,16,2000
TM5HRDU4XS,PLFL0UKEYZ,3,16,350,459,202,622,58.3,76.5,1,1,12,5,33,85:48:48,28,30,16,2000
TM5HRDU4XS,PLGZR7TXCB,3,1,46,459,207,600,7.7,76.5,1,1,2,5,36,1:50:08,5,7,0,2000
TM5HRDU4XS,PLGZR7TXCB,3,3,71,450,197,596,11.8,75.0,2,1,3,5,34,0.457638889,12,12,0,2000
TM5HRDU4XS,PLGZR7TXCB,3,5,324,458,209,606,54.0,76.3,1,2,11,5,30,0.940694444,12,15,10,2000
TM5HRDU4XS,PLGZR7TXCB,3,6,324,352,96,641,54.0,58.7,2,2,11,9,45,26:23:92,15,15,10,2000
TM5HRDU4XS,PLGZR7TXCB,3,8,103,389,247,623,17.2,64.8,2,2,4,8,39,38:07:44,15,15,13,2000
TM5HRDU4XS,PL1T2TALA7,3,14,130,502,211,601,21.7,83.7,1,1,5,4,21,71:28:44,20,22,26,2000
TM5HRDU4XS,PLGZR7TXCB,3,15,340,455,204,610,56.7,75.8,1,1,12,5,32,80:27:88,27,29,26,2000
TM5HRDU4XS,PL1T2TALA7,3,2,288,511,209,606,48.0,85.2,1,2,10,3,20,6:55:12,0,3,0,2000
TM5HRDU4XS,PL1T2TALA7,3,3,211,540,209,607,35.2,90.0,1,1,8,2,10,0.55712963,8,10,3,2000
TM5HRDU4XS,PL1T2TALA7,3,4,348,481,206,612,58.0,80.2,1,1,12,4,30,19:59:24,15,17,3,2000
TM5HRDU4XS,PL1T2TALA7,3,5,364,485,206,616,60.7,80.8,1,1,13,4,32,23:57:44,22,24,3,2000
TM5HRDU4XS,PL1T2TALA7,3,12,91,488,235,601,15.2,81.3,2,1,4,4,27,55:47:72,29,29,6,2000
TM5HRDU4XS,PL1T2TALA7,3,14,170,516,211,600,28.3,86.0,1,1,6,3,16,67:05:56,34,36,9,2000
TM5HRDU4XS,PL1T2TALA7,3,16,206,527,210,600,34.3,87.8,1,1,7,3,12,81:52:92,41,43,9,2000
TM5HRDU4XS,PLGZR7TXCB,3,1,274,486,215,605,45.7,81.0,1,2,10,4,22,4:55:32,0,3,3,2000
TM5HRDU4XS,PLGZR7TXCB,3,2,329,453,169,643,54.8,75.5,2,1,11,5,32,0.409166667,8,8,3,2000
TM5HRDU4XS,PL1T2TALA7,3,3,140,353,210,598,23.3,58.8,1,2,5,9,43,17:06:20,8,11,3,2000
TM5HRDU4XS,PL1T2TALA7,3,5,12,463,210,610,2.0,77.2,1,1,1,5,40,0.982083333,16,18,3,2000
TM5HRDU4XS,PL1T2TALA7,3,5,402,465,230,608,67.0,77.5,2,1,14,5,39,27:54:24,23,23,3,2000
TM5HRDU4XS,PL1T2TALA7,3,6,184,440,208,600,30.7,73.3,1,2,7,6,27,33:58:12,23,26,8,2000
TM5HRDU4XS,PL1T2TALA7,3,11,13,461,191,636,2.2,76.8,2,1,1,5,40,52:13:32,31,31,8,2000
TM5HRDU4XS,PLFL0UKEYZ,3,12,362,469,208,611,60.3,78.2,1,1,13,5,33,55:56:16,36,38,8,2000
TM5HRDU4XS,PL1T2TALA7,3,12,211,529,208,608,35.2,88.2,1,1,8,3,12,57:48:32,43,45,8,2000
TM5HRDU4XS,PL1T2TALA7,3,14,65,478,219,616,10.8,79.7,1,1,3,5,32,69:27:48,50,52,8,2000
TM5HRDU4XS,PL1T2TALA7,3,14,210,530,210,611,35.0,88.3,1,1,7,3,12,71:30:36,57,59,8,2000
TM5HRDU4XS,PL1T2TALA7,3,15,24,471,226,634,4.0,78.5,1,1,1,5,38,73:37:04,64,66,8,2000
TM5HRDU4XS,PL1T2TALA7,3,16,100,483,238,600,16.7,80.5,2,1,4,4,27,83:27:56,71,71,8,2000
TM5HRDU4XS,PL1T2TALA7,3,2,204,450,208,602,34.0,75.0,1,2,7,5,25,4:57:20,0,3,0,2000
TM5HRDU4XS,PL1T2TALA7,3,3,91,403,212,604,15.2,67.2,1,2,4,7,38,0.685833333,3,6,3,2000
TM5HRDU4XS,PL1T2TALA7,3,6,383,467,209,599,63.8,77.8,1,1,13,5,36,31:39:32,11,13,13,2000
TM5HRDU4XS,PL1T2TALA7,3,8,220,438,212,599,36.7,73.0,1,2,8,6,27,42:12:64,13,16,13,2000
TM5HRDU4XS,PL1T2TALA7,3,9,309,329,204,628,51.5,54.8,1,2,11,10,48,50:45:52,16,19,13,2000
TM5HRDU4XS,PL1T2TALA7,3,9,284,336,212,597,47.3,56.0,2,2,10,9,46,52:55:56,19,19,13,2000
TM5HRDU4XS,PL1T2TALA7,3,14,244,523,212,602,40.7,87.2,1,1,9,3,14,73:39:84,24,26,13,2000
TM5HRDU4XS,PL1T2TALA7,3,2,410,447,185,599,68.3,74.5,2,1,14,6,42,7:15:08,5,5,3,2000
TM5HRDU4XS,PL1T2TALA7,3,3,186,529,211,600,31.0,88.2,1,2,7,3,12,15:50:44,5,8,10,2000
TM5HRDU4XS,PL1T2TALA7,3,5,299,422,209,600,49.8,70.3,1,2,10,6,33,26:14:32,8,11,10,2000
TM5HRDU4XS,PL1T2TALA7,3,7,268,412,210,599,44.7,68.7,1,2,9,7,33,38:43:84,11,14,18,2000
TM5HRDU4XS,PL1T2TALA7,3,12,394,467,180,601,65.7,77.8,2,1,14,5,38,65:11:40,19,19,26,2000
TM5HRDU4XS,PL1T2TALA7,3,13,336,478,206,601,56.0,79.7,1,2,12,5,29,69:25:68,19,22,26,2000
TM5HRDU4XS,PL1T2TALA7,3,16,218,520,212,598,36.3,86.7,1,1,8,3,13,82:38:76,27,29,26,2000
TM5HRDU4XS,PL1T2TALA7,3,1,212,360,185,622,35.3,60.0,2,2,8,8,40,3:55:28,0,0,0,2000
TM5HRDU4XS,PL1T2TALA7,3,2,245,378,165,643,40.8,63.0,2,2,9,8,37,6:08:16,0,0,0,2000
TM5HRDU4XS,PL1T2TALA7,3,3,238,535,210,600,39.7,89.2,1,1,8,3,12,0.615416667,5,7,0,2000
TM5HRDU4XS,PL1T2TALA7,3,7,369,479,195,621,61.5,79.8,1,1,13,5,33,31:29:36,12,14,0,2000
TM5HRDU4XS,PL1T2TALA7,3,10,113,386,204,638,18.8,64.3,2,2,4,8,39,52:49:36,14,14,10,2000
TM5HRDU4XS,PL1T2TALA7,3,12,284,506,211,598,47.3,84.3,1,1,10,4,20,63:26:52,19,21,10,2000
TM5HRDU4XS,PL1T2TALA7,3,13,357,456,211,599,59.5,76.0,1,1,12,5,34,66:08:80,26,28,10,2000
TM5HRDU4XS,PL1T2TALA7,3,3,223,359,209,603,37.2,59.8,1,2,8,9,40,12:54:04,0,3,7,2000
TM5HRDU4XS,PL1T2TALA7,3,4,95,474,187,612,15.8,79.0,2,1,4,5,28,0.701481481,3,3,7,2000
TM5HRDU4XS,PL1T2TALA7,3,4,238,327,236,644,39.7,54.5,2,2,8,10,46,19:26:56,3,3,7,2000
TM5HRDU4XS,PL1T2TALA7,3,7,138,478,217,628,23.0,79.7,1,2,5,5,24,37:14:56,3,6,7,2000
TM5HRDU4XS,PL1T2TALA7,3,8,215,488,215,633,35.8,81.3,1,2,8,4,19,40:56:12,6,9,7,2000
TM5HRDU4XS,PL1T2TALA7,3,11,193,542,212,608,32.2,90.3,1,1,7,2,10,56:35:68,14,16,10,2000
TM5HRDU4XS,PL1T2TALA7,3,12,222,546,204,618,37.0,91.0,1,1,8,2,9,62:32:64,21,23,13,2000
TM5HRDU4XS,PL1T2TALA7,3,14,170,320,190,601,28.3,53.3,2,2,6,10,47,73:35:92,23,23,20,2000
TM5HRDU4XS,PL1T2TALA7,3,15,62,343,179,602,10.3,57.2,2,2,3,9,49,79:30:24,23,23,23,2000
TM5HRDU4XS,PL1T2TALA7,3,16,247,427,211,602,41.2,71.2,1,2,9,6,29,85:57:48,23,26,23,2000
TM5HRDU4XS,PL1T2TALA7,3,2,309,393,212,596,51.5,65.5,1,2,11,7,38,12:29:08,0,3,13,2000
TM5HRDU4XS,PLGZR7TXCB,3,4,300,300,213,599,50.0,50.0,1,2,10,10,52,0.80837963,3,6,13,2000
TM5HRDU4XS,PL1T2TALA7,3,6,144,396,211,613,24.0,66.0,1,2,5,7,36,32:32:20,6,9,20,2000
TM5HRDU4XS,PL1T2TALA7,3,7,78,460,210,609,13.0,76.7,1,2,3,5,32,39:58:56,9,12,20,2000
TM5HRDU4XS,PL1T2TALA7,3,9,183,474,217,637,30.5,79.0,1,2,7,5,21,51:15:80,12,15,20,2000
TM5HRDU4XS,PL1T2TALA7,3,12,210,570,210,600,35.0,95.0,1,1,7,1,5,75:27:12,20,22,34,2000
TM5HRDU4XS,PL1T2TALA7,3,13,179,547,211,600,29.8,91.2,1,1,6,2,10,79:39:12,27,29,34,2000
TM94SZ2KUU,PL7C7BO119,3,3,235,438,209,603,39.2,73.0,1,2,8,6,27,14:04:52,0,3,0,2000
TM94SZ2KUU,PL7C7BO119,3,12,213,569,208,610,35.5,94.8,1,1,8,2,5,61:06:80,8,10,33,2000
TM94SZ2KUU,PL7C7BO119,3,14,386,462,176,602,64.3,77.0,2,1,13,5,37,72:35:04,15,15,43,2000
TM94SZ2KUU,PL7C7BO119,3,1,204,512,212,600,34.0,85.3,1,2,7,3,15,1:45:40,0,3,0,2000
TM94SZ2KUU,PL7C7BO119,3,3,152,498,222,625,25.3,83.0,1,1,6,4,20,14:06:44,8,10,0,2000
TM94SZ2KUU,PL7C7BO119,3,6,391,465,210,601,65.2,77.5,1,1,14,5,38,32:48:52,15,17,3,2000
TM94SZ2KUU,PL7C7BO119,3,1,312,474,191,585,52.0,79.0,2,1,11,5,27,0.169722222,5,5,0,2000
TM94SZ2KUU,PL7C7BO119,3,9,167,467,212,600,27.8,77.8,1,2,6,5,23,45:20:56,5,8,6,2000
TM94SZ2KUU,PL7C7BO119,3,12,212,394,210,612,35.3,65.7,1,2,8,7,34,61:01:96,8,11,18,2000
TM94SZ2KUU,PL7C7BO119,3,13,410,455,184,601,68.3,75.8,2,1,14,5,41,68:05:44,16,16,18,2000
TM94SZ2KUU,PL493WXA73,3,4,201,385,211,610,33.5,64.2,1,2,7,8,36,0.775138889,0,3,3,2000
TM94SZ2KUU,PL493WXA73,3,5,365,453,208,608,60.8,75.5,1,1,13,5,36,0.985833333,8,10,3,2000
TM94SZ2KUU,PL493WXA73,3,11,186,329,233,620,31.0,54.8,2,2,7,10,45,51:26:48,10,10,6,2000
TM94SZ2KUU,PL493WXA73,3,12,218,418,208,603,36.3,69.7,1,2,8,7,30,60:53:36,10,13,11,2000
TM94SZ2KUU,PL7C7BO119,3,2,235,442,210,599,39.2,73.7,1,2,8,6,27,6:08:40,0,3,3,2000
TM94SZ2KUU,PL7C7BO119,3,4,8,457,212,620,1.3,76.2,1,1,1,5,41,0.981990741,8,10,9,2000
TM94SZ2KUU,PL7C7BO119,3,7,196,524,208,612,32.7,87.3,1,1,7,3,13,39:43:80,15,17,12,2000
TM94SZ2KUU,PL7C7BO119,3,13,288,480,199,620,48.0,80.0,1,1,10,4,24,70:33:36,22,24,20,2000
TM94SZ2KUU,PL493WXA73,3,3,143,392,254,613,23.8,65.3,2,2,5,7,36,15:00:36,0,0,6,2000
TM94SZ2KUU,PL493WXA73,3,4,18,459,212,620,3.0,76.5,1,1,1,5,40,17:32:32,5,7,6,2000
TM94SZ2KUU,PL493WXA73,3,4,206,527,206,614,34.3,87.8,1,1,7,3,12,19:28:20,12,14,6,2000
TM94SZ2KUU,PL493WXA73,3,7,408,455,157,602,68.0,75.8,2,1,14,5,41,32:28:16,19,19,6,2000
TM94SZ2KUU,PL493WXA73,3,8,280,268,212,-1,46.7,44.7,1,2,10,12,57,41:52:48,19,22,9,2000
TM94SZ2KUU,PL493WXA73,3,11,82,543,360,625,13.7,90.5,2,2,3,2,23,54:17:88,22,22,15,2000
TM94SZ2KUU,PL493WXA73,3,13,65,451,209,599,10.8,75.2,1,1,3,5,35,62:49:52,27,29,18,2000
TM94SZ2KUU,PL493WXA73,3,13,131,366,211,599,21.8,61.0,1,2,5,8,41,67:46:92,29,32,18,2000
TM94SZ2KUU,PL493WXA73,3,16,192,347,254,626,32.0,57.8,2,2,7,9,42,80:31:44,32,32,30,2000
TM94SZ2KUU,PL7C7BO119,3,3,190,415,210,608,31.7,69.2,1,2,7,7,31,0.659351852,0,3,15,2000
TM94SZ2KUU,PL7C7BO119,3,4,234,323,352,434,39.0,53.8,1,2,8,10,46,18:50:56,3,6,15,2000
TM94SZ2KUU,PL7C7BO119,3,7,190,455,213,625,31.7,75.8,1,2,7,5,24,37:15:92,6,9,15,2000
TM94SZ2KUU,PL7C7BO119,3,8,406,467,164,592,67.7,77.8,2,1,14,5,39,42:07:76,14,14,15,2000
TM94SZ2KUU,PL7C7BO119,3,10,210,539,211,601,35.0,89.8,1,1,7,3,10,50:00:28,19,21,15,2000
TM94SZ2KUU,PL7C7BO119,3,10,206,439,215,607,34.3,73.2,1,2,7,6,27,55:44:08,21,24,18,2000
TM94SZ2KUU,PL7C7BO119,3,15,46,460,191,598,7.7,76.7,2,1,2,5,36,81:49:16,29,29,35,2000
TM94SZ2KUU,PL7C7BO119,3,2,8,464,236,600,1.3,77.3,2,1,1,5,41,0.342083333,5,5,3,2000
TM94SZ2KUU,PL7C7BO119,3,3,256,450,233,636,42.7,75.0,2,2,9,5,26,12:54:32,5,5,3,2000
TM94SZ2KUU,PL7C7BO119,3,3,406,465,190,604,67.7,77.5,2,1,14,5,40,15:03:32,10,10,3,2000
TM94SZ2KUU,PL7C7BO119,3,5,246,401,184,642,41.0,66.8,2,2,9,7,34,0.991388889,10,10,6,2000
TM94SZ2KUU,PL7C7BO119,3,16,211,571,213,598,35.2,95.2,1,1,8,1,5,84:49:28,15,17,46,2000
TM94SZ2KUU,PL7C7BO119,3,2,86,465,219,608,14.3,77.5,1,1,3,5,31,0.41212963,5,7,7,2000
TM94SZ2KUU,PL7C7BO119,3,5,75,466,207,598,12.5,77.7,1,2,3,5,32,0.934953704,7,10,19,2000
TM94SZ2KUU,PL7C7BO119,3,6,91,429,261,622,15.2,71.5,2,2,4,6,35,29:03:88,10,10,19,2000
TM94SZ2KUU,PL7C7BO119,3,8,412,452,234,600,68.7,75.3,2,1,14,5,42,39:10:56,15,15,19,2000
TM94SZ2KUU,PL7C7BO119,3,8,213,555,211,600,35.5,92.5,1,1,8,2,8,41:34:44,20,22,19,2000
TM94SZ2KUU,PL7C7BO119,3,8,401,462,210,599,66.8,77.0,1,1,14,5,39,43:39:24,27,29,19,2000
TM94SZ2KUU,PL7C7BO119,3,9,110,482,207,605,18.3,80.3,1,1,4,4,26,48:02:84,34,36,26,2000
TM94SZ2KUU,PL7C7BO119,3,12,117,476,191,642,19.5,79.3,2,1,4,5,26,63:56:44,41,41,43,2000
TM94SZ2KUU,PL7C7BO119,3,14,341,455,219,594,56.8,75.8,2,1,12,5,33,74:41:84,46,46,43,2000
TMJE2AB2RV,PLPK0QTL3Q,3,1,386,474,208,617,64.3,79.0,1,2,13,5,36,3:24:48,0,3,0,2000
TMJE2AB2RV,PLPK0QTL3Q,3,3,209,527,210,621,34.8,87.8,1,1,7,3,12,0.548842593,8,10,0,2000
TMJE2AB2RV,PLPK0QTL3Q,3,9,216,511,214,601,36.0,85.2,1,1,8,3,15,47:44:08,15,17,12,2000
TMJE2AB2RV,PLPK0QTL3Q,3,10,285,464,211,600,47.5,77.3,1,2,10,5,26,51:59:96,17,20,12,2000
TMJE2AB2RV,PLPK0QTL3Q,3,11,179,462,212,601,29.8,77.0,1,1,6,5,24,57:51:40,25,27,15,2000
